code,testId,testType,spot,red_current,green_current,blue_current,duv,x,y,u,v,Lv,X,Y,Z
"4G-1-12-09-2-A",150602173355,"50 spots",20,23.4,21.528,21.762,-0.006135361,0.280688345,0.2762546,0.195136636,0.432122052,7060.83545,7174.15869,7060.83545,11324.167
"4G-1-12-09-2-A",150602173355,"50 spots",43,23.4,21.528,21.762,-0.008814179,0.285598755,0.277395248,0.198417038,0.43361488,7899.31934,8132.929,7899.31934,12444.5176
"4G-1-12-09-2-A",150602173355,"50 spots",42,23.4,21.528,21.762,-0.008454693480000001,0.285329163,0.277720958,0.198076725,0.4337889,7991.3916,8210.316999999999,7991.3916,12573.1875
"4G-1-12-09-2-A",150602173355,"50 spots",41,23.4,21.528,21.762,-0.00835257,0.284973532,0.277476281,0.197906256,0.43357414,8048.24854,8265.708000000001,8048.24854,12691.2207
"4G-1-12-09-2-A",150602173355,"50 spots",40,23.4,21.528,21.762,-0.008101316000000001,0.284572184,0.277445972,0.19761245,0.433493733,8132.285,8341.163,8132.285,12837.7891
"4G-1-12-09-2-A",150602173355,"50 spots",49,23.4,21.528,21.762,-0.008564632000000001,0.287214756,0.2797765,0.198665246,0.435420573,8455.573,8680.376,8455.573,13086.6484
"4G-1-12-09-2-A",150602173355,"50 spots",48,23.4,21.528,21.762,-0.008473687000000001,0.286713421,0.279345483,0.198461577,0.435063422,8071.61328,8284.508,8071.61328,12538.6143
"4G-1-12-09-2-A",150602173355,"50 spots",45,23.4,21.528,21.762,-0.008574055509999999,0.28602916,0.2783467,0.198352352,0.434305817,7813.38037,8029.032,7813.38037,12228.2646
"4G-1-12-09-2-A",150602173355,"50 spots",44,23.4,21.528,21.762,-0.008766093000000001,0.285913467,0.277860671,0.198464841,0.433968872,7842.09766,8069.37256,7842.09766,12311.6582
"4G-1-12-09-2-A",150602173355,"50 spots",47,23.4,21.528,21.762,-0.008487710000000001,0.2865672,0.279145956,0.19843255,0.4349109,7896.82568,8106.767,7896.82568,12285.6426
"4G-1-12-09-2-A",150602173355,"50 spots",46,23.4,21.528,21.762,-0.008238860000000001,0.286011815,0.27893275,0.1980976,0.434687644,7824.538,8023.11768,7824.538,12204.0449
"4G-1-12-09-2-A",150602173355,"50 spots",22,23.4,21.528,21.762,-0.0066728713,0.281205267,0.275909454,0.195672,0.431970745,7296.379,7436.426,7296.379,11712.0273
"4G-1-12-09-2-A",150602173355,"50 spots",23,23.4,21.528,21.762,-0.00688561145,0.2812572,0.275582135,0.195845485,0.431761116,7422.942,7575.80225,7422.942,11936.751
"4G-1-12-09-2-A",150602173355,"50 spots",24,23.4,21.528,21.762,-0.00712745963,0.2817107,0.2757039,0.196142361,0.431910217,7565.838,7730.67627,7565.838,12145.3828
"4G-1-12-09-2-A",150602173355,"50 spots",25,23.4,21.528,21.762,-0.00705718854,0.2819557,0.276138425,0.196151629,0.432235479,7702.405,7864.66748,7702.405,12326.2012
"4G-1-12-09-2-A",150602173355,"50 spots",26,23.4,21.528,21.762,-0.00697008241,0.282106042,0.276485473,0.196124434,0.432488054,7813.692,7972.534,7813.692,12474.5439
"4G-1-12-09-2-A",150602173355,"50 spots",27,23.4,21.528,21.762,-0.00674488442,0.2821206,0.2769178,0.195958838,0.4327763,7886.435,8034.607,7886.435,12558.293
"4G-1-12-09-2-A",150602173355,"50 spots",28,23.4,21.528,21.762,-0.00696301041,0.282728523,0.277268946,0.19627893,0.433099627,7949.4375,8105.96631,7949.4375,12615.0908
"4G-1-12-09-2-A",150602173355,"50 spots",29,23.4,21.528,21.762,-0.007116242,0.282838345,0.277123153,0.1964223,0.433019876,8021.882,8187.31934,8021.882,12737.792
"4G-1-12-09-2-A",150602173355,"50 spots",3,23.4,21.528,21.762,-0.00235365541,0.27687636,0.2784996,0.1913371,0.433032364,6415.9165,6378.52148,6415.9165,10242.9971
"4G-1-12-09-2-A",150602173355,"50 spots",2,23.4,21.528,21.762,-0.00195569824,0.275029451,0.2768524,0.19059,0.431669861,6582.685,6539.341,6582.685,10654.8486
"4G-1-12-09-2-A",150602173355,"50 spots",10,23.4,21.528,21.762,-0.004266569,0.278347433,0.276772082,0.1931436,0.432113528,6146.964,6181.952,6146.964,9880.564
"4G-1-12-09-2-A",150602173355,"50 spots",1,23.4,21.528,21.762,-0.00183446065,0.2732169,0.27467373,0.190075472,0.429950178,6650.1665,6614.895,6650.1665,10946.0859
"4G-1-12-09-2-A",150602173355,"50 spots",30,23.4,21.528,21.762,-0.00721958932,0.2826257,0.276671082,0.196445137,0.432689071,8073.41455,8247.174000000001,8073.41455,12859.9629
"4G-1-12-09-2-A",150602173355,"50 spots",7,23.4,21.528,21.762,-0.003447683,0.278461069,0.278459281,0.192553729,0.433243155,5975.461,5975.499,5975.461,9508.050999999999
"4G-1-12-09-2-A",150602173355,"50 spots",6,23.4,21.528,21.762,-0.00327040977,0.278523326,0.278873056,0.192435741,0.4335241,6022.479,6014.926,6022.479,9558.367
"4G-1-12-09-2-A",150602173355,"50 spots",32,23.4,21.528,21.762,-0.007154285,0.283299834,0.277621031,0.1965704,0.433417737,8189.7666,8357.290000000001,8189.7666,12952.748
"4G-1-12-09-2-A",150602173355,"50 spots",5,23.4,21.528,21.762,-0.0030296843,0.27860707,0.279434025,0.192275614,0.4339042,6116.168,6098.068,6116.168,9673.464
"4G-1-12-09-2-A",150602173355,"50 spots",31,23.4,21.528,21.762,-0.007134037,0.2828385,0.2770907,0.1964357,0.432998478,8134.487,8303.224,8134.487,12919.0547
"4G-1-12-09-2-A",150602173355,"50 spots",4,23.4,21.528,21.762,-0.002634606,0.277950019,0.279344648,0.191814154,0.433747351,6266.43,6235.14453,6266.43,9931.036
"4G-1-12-09-2-A",150602173355,"50 spots",9,23.4,21.528,21.762,-0.0039946977,0.278499335,0.277477622,0.19297573,0.4326025,6076.90625,6099.282,6076.90625,9724.339
"4G-1-12-09-2-A",150602173355,"50 spots",8,23.4,21.528,21.762,-0.0038503313,0.278523177,0.277779758,0.1928727,0.4328053,5990.525,6006.557,5990.525,9568.654
"4G-1-12-09-2-A",150602173355,"50 spots",50,23.4,21.528,21.762,-0.008645188999999999,0.2878167,0.28034237,0.1988895,0.435880154,9105.307000000001,9348.066999999999,9105.307000000001,14025.8633
"4G-1-12-09-2-A",150602173355,"13 spots",3,23.4,21.528,21.762,-0.008071818999999999,0.289928049,0.283837557,0.19905138,0.43845737,8256.607,8433.773999999999,8256.607,12398.8184
"4G-1-12-09-2-A",150602173355,"13 spots",2,23.4,21.528,21.762,-0.008630234000000001,0.287112743,0.2795372,0.198686332,0.4352489,8442.825000000001,8671.628000000001,8442.825000000001,13088.415
"4G-1-12-09-2-A",150602173355,"13 spots",10,23.4,21.528,21.762,-0.00440128,0.277887017,0.275927424,0.193132848,0.43148455,6690.234,6737.747,6690.234,10818.373
"4G-1-12-09-2-A",150602173355,"13 spots",1,23.4,21.528,21.762,-0.009793933479999999,0.288245678,0.278783768,0.199861318,0.434926569,9202.433000000001,9514.763000000001,9202.433000000001,14292.0146
"4G-1-12-09-2-A",150602173355,"13 spots",7,23.4,21.528,21.762,-0.006991904,0.281903625,0.276193678,0.196089238,0.4322643,7776.31543,7937.08057,7776.31543,12441.9023
"4G-1-12-09-2-A",150602173355,"13 spots",6,23.4,21.528,21.762,-0.008403419000000001,0.283606261,0.275716543,0.197587311,0.4322038,8018.653,8248.109,8018.653,12816.1973
"4G-1-12-09-2-A",150602173355,"13 spots",5,23.4,21.528,21.762,-0.00732474448,0.284174174,0.2783775,0.1969267,0.434046924,8188.19629,8358.699000000001,8188.19629,12867.1045
"4G-1-12-09-2-A",150602173355,"13 spots",4,23.4,21.528,21.762,-0.009016059999999999,0.284632772,0.2758601,0.198313892,0.4324537,8443.387000000001,8711.896000000001,8443.387000000001,13452.2139
"4G-1-12-09-2-A",150602173355,"13 spots",9,23.4,21.528,21.762,-0.005834309,0.278917074,0.274566352,0.194470212,0.430732667,6998.6543,7109.55371,6998.6543,11381.6406
"4G-1-12-09-2-A",150602173355,"13 spots",8,23.4,21.528,21.762,-0.006255377,0.282270074,0.2780048,0.195629716,0.433515668,7097.303,7206.19336,7097.303,11225.9316
"4G-1-12-09-2-A",150602173355,"13 spots",13,23.4,21.528,21.762,-0.000957473065,0.2789806,0.2838376,0.19081828,0.436815858,6918.42139,6800.03467,6918.42139,10656.123
"4G-1-12-09-2-A",150602173355,"13 spots",11,23.4,21.528,21.762,-0.004514214,0.276180863,0.273493677,0.192811146,0.429604053,4916.491,4964.798,4916.491,8095.328
"4G-1-12-09-2-A",150602173355,"13 spots",12,23.4,21.528,21.762,-0.00261019822,0.275970966,0.276835173,0.1913117,0.4317993,6293.30957,6273.66357,6293.30957,10166.083
"4G-12-16-5-B",150603073628,"135 spots",35,23.4,21.528,21.762,-0.0007863305,0.271033764,0.273741215,0.18878071,0.428999633,7876.526,7798.62256,7876.526,13098.4736
"4G-12-16-5-B",150603073628,"135 spots",36,23.4,21.528,21.762,-0.000476058834,0.271717757,0.275283843,0.188693851,0.4301332,7815.04443,7713.807,7815.04443,12860.19
"4G-12-16-5-B",150603073628,"135 spots",33,23.4,21.528,21.762,-0.00146865263,0.271450549,0.272981524,0.189399168,0.428551584,7778.151,7734.52832,7778.151,12980.6455
"4G-12-16-5-B",150603073628,"135 spots",34,23.4,21.528,21.762,-0.001361119,0.2711143,0.2727282,0.1892427,0.4283308,8046.182,7998.568,8046.182,13457.8184
"4G-12-16-5-B",150603073628,"135 spots",39,23.4,21.528,21.762,-0.004768523,0.273662,0.269637555,0.192437619,0.4266172,7512.357,7624.482,7512.357,12724.1055
"4G-12-16-5-B",150603073628,"135 spots",37,23.4,21.528,21.762,-0.00590131665,0.275943249,0.270559549,0.193820238,0.427587271,6478.48535,6607.39648,6478.48535,10858.8838
"4G-12-16-5-B",150603073628,"135 spots",38,23.4,21.528,21.762,-0.005443687,0.2745529,0.2695605,0.193155989,0.4266983,7283.35938,7418.251,7283.35938,12317.7773
"4G-12-16-5-B",150603073628,"135 spots",43,23.4,21.528,21.762,-0.00261955429,0.271369576,0.270628244,0.190274566,0.426948249,7695.963,7717.04443,7695.963,13024.39
"4G-12-16-5-B",150603073628,"135 spots",42,23.4,21.528,21.762,-0.00322891818,0.271795452,0.2700356,0.190839589,0.4266088,7620.08838,7669.75,7620.08838,12928.9912
"4G-12-16-5-B",150603073628,"135 spots",41,23.4,21.528,21.762,-0.00361111341,0.272199035,0.269854367,0.19122304,0.426545739,7678.348,7745.0625,7678.348,13030.2637
"4G-12-16-5-B",150603073628,"135 spots",40,23.4,21.528,21.762,-0.00425103074,0.2730658,0.269814253,0.191906616,0.426648319,7619.794,7711.62061,7619.794,12909.4717
"4G-12-16-5-B",150603073628,"135 spots",22,23.4,21.528,21.762,-0.00117844064,0.2705369,0.2722859,0.188976616,0.42794627,8260.299999999999,8207.24,8260.299999999999,13869.3213
"4G-12-16-5-B",150603073628,"135 spots",23,23.4,21.528,21.762,-0.000463087868,0.27083087,0.274095178,0.18848668,0.4292066,8176.55664,8079.17871,8176.55664,13575.3486
"4G-12-16-5-B",150603073628,"135 spots",24,23.4,21.528,21.762,-0.000416350551,0.271700472,0.275376946,0.188644141,0.430192679,8419.154,8306.753000000001,8419.154,13847.292
"4G-12-16-5-B",150603073628,"135 spots",25,23.4,21.528,21.762,-0.000438409159,0.271885455,0.2755853,0.188702777,0.430359,8363.715,8251.429,8363.715,13733.7725
"4G-12-16-5-B",150603073628,"135 spots",26,23.4,21.528,21.762,-0.00124624849,0.272659153,0.275060773,0.18949762,0.430125147,8626.246999999999,8550.93,8626.246999999999,14184.0654
"4G-12-16-5-B",150603073628,"135 spots",27,23.4,21.528,21.762,-0.00130736269,0.273632467,0.276249021,0.1897681,0.4310611,8649.550999999999,8567.625,8649.550999999999,14093.5283
"4G-12-16-5-B",150603073628,"135 spots",28,23.4,21.528,21.762,-0.005743471,0.276592165,0.271716118,0.19384779,0.428468525,6913.72852,7037.798,6913.72852,11493.1494
"4G-12-16-5-B",150603073628,"135 spots",29,23.4,21.528,21.762,-0.004839289,0.274365246,0.27045688,0.192646787,0.427280664,7547.126,7656.189,7547.126,12701.7832
"4G-12-16-5-B",150603073628,"135 spots",3,23.4,21.528,21.762,0.00699099,0.2621728,0.2768369,0.180880636,0.4297451,16040.4746,15190.8076,16040.4746,26710.6875
"4G-12-16-5-B",150603073628,"135 spots",2,23.4,21.528,21.762,0.006355972,0.2627047,0.2762969,0.181483746,0.429465681,14338.7979,13633.4111,14338.7979,23924.1289
"4G-12-16-5-B",150603073628,"135 spots",1,23.4,21.528,21.762,0.00533653563,0.259982318,0.270028859,0.181793675,0.4248422,12472.5576,12008.5107,12472.5576,21708.6523
"4G-12-16-5-B",150603073628,"135 spots",30,23.4,21.528,21.762,-0.00396060525,0.273263425,0.270642132,0.191724151,0.427241355,7752.2334,7827.317,7752.2334,13064.3008
"4G-12-16-5-B",150603073628,"135 spots",7,23.4,21.528,21.762,-0.005296936,0.270409524,0.264052838,0.192195043,0.422273219,16988.2852,17397.2539,16988.2852,29951.1465
"4G-12-16-5-B",150603073628,"135 spots",6,23.4,21.528,21.762,0.00200846186,0.265386134,0.271294057,0.185430527,0.4265066,15208.9951,14877.792,15208.9951,25974.1348
"4G-12-16-5-B",150603073628,"135 spots",32,23.4,21.528,21.762,-0.002337992,0.27184248,0.271828979,0.190157384,0.427832872,7720.104,7720.4873,7720.104,12960.0
"4G-12-16-5-B",150603073628,"135 spots",5,23.4,21.528,21.762,0.000175311448,0.264807552,0.266693622,0.186789736,0.423270345,15074.3555,14967.748,15074.3555,26481.0117
"4G-12-16-5-B",150603073628,"135 spots",31,23.4,21.528,21.762,-0.00305663864,0.272261441,0.271012336,0.1908054,0.4273425,7703.09668,7738.60059,7703.09668,12981.7207
"4G-12-16-5-B",150603073628,"135 spots",4,23.4,21.528,21.762,0.004474649,0.2614755,0.27052182,0.18274422,0.4254,15881.1221,15350.0537,15881.1221,27474.3418
"4G-12-16-5-B",150603073628,"135 spots",9,23.4,21.528,21.762,-0.00208063261,0.281728119,0.285120428,0.1923719,0.438048571,16625.32,16427.5156,16625.32,25256.9844
"4G-12-16-5-B",150603073628,"135 spots",8,23.4,21.528,21.762,-0.00230739056,0.273665279,0.2743639,0.190540329,0.4298102,19139.6719,19090.9355,19139.6719,31529.5586
"4G-12-16-5-B",150603073628,"135 spots",19,23.4,21.528,21.762,-0.00422309758,0.2756531,0.273349226,0.192465454,0.429427922,7954.93457,8021.98145,7954.93457,13124.8125
"4G-12-16-5-B",150603073628,"135 spots",17,23.4,21.528,21.762,-0.00132763677,0.274297476,0.277093738,0.18993929,0.431720048,9291.683000000001,9197.916999999999,9291.683000000001,15043.0313
"4G-12-16-5-B",150603073628,"135 spots",18,23.4,21.528,21.762,-0.0008243676,0.273835659,0.2774533,0.1894477,0.43188858,9688.549999999999,9562.224,9688.549999999999,15668.7959
"4G-12-16-5-B",150603073628,"135 spots",15,23.4,21.528,21.762,0.000435048336,0.269260317,0.2736853,0.187451616,0.428697377,9255.312,9105.67,9255.312,15456.3672
"4G-12-16-5-B",150603073628,"135 spots",16,23.4,21.528,21.762,-0.0007128078,0.2727375,0.276202172,0.189107165,0.430896282,8791.184999999999,8680.907999999999,8791.184999999999,14356.71
"4G-12-16-5-B",150603073628,"135 spots",13,23.4,21.528,21.762,0.00285537634,0.26746887,0.276000082,0.185193658,0.4299764,9732.981,9432.133,9732.981,16099.3008
"4G-12-16-5-B",150603073628,"135 spots",14,23.4,21.528,21.762,0.00162700913,0.267385483,0.273414344,0.186130255,0.428235829,9588.909,9377.471,9588.909,16104.6
"4G-12-16-5-B",150603073628,"135 spots",11,23.4,21.528,21.762,0.0020658162,0.2674155,0.274337918,0.185794756,0.4288597,9806.937,9559.477000000001,9806.937,16381.2383
"4G-12-16-5-B",150603073628,"135 spots",12,23.4,21.528,21.762,0.002438112,0.267261326,0.274867356,0.185473025,0.429190725,9689.916999999999,9421.781000000001,9689.916999999999,16141.3672
"4G-12-16-5-B",150603073628,"135 spots",21,23.4,21.528,21.762,-0.00141098979,0.270737052,0.272108436,0.189200029,0.4278564,8494.050999999999,8451.242,8494.050999999999,14270.39
"4G-12-16-5-B",150603073628,"135 spots",20,23.4,21.528,21.762,-0.00220732717,0.272122085,0.272466242,0.190117314,0.42830497,8823.766,8812.620000000001,8823.766,14748.42
"4G-12-16-5-B",150603073628,"135 spots",109,23.4,21.528,21.762,-0.008276726,0.278481722,0.269466937,0.196229964,0.427225,8009.13672,8277.075000000001,8009.13672,13435.9375
"4G-12-16-5-B",150603073628,"135 spots",108,23.4,21.528,21.762,-0.009212593999999999,0.2806649,0.2705609,0.197463572,0.428298384,8095.702,8398.032999999999,8095.702,13428.1855
"4G-12-16-5-B",150603073628,"135 spots",107,23.4,21.528,21.762,-0.009299722,0.279989421,0.269536048,0.197368369,0.427499235,8591.379999999999,8924.576999999999,8591.379999999999,14358.7383
"4G-12-16-5-B",150603073628,"135 spots",106,23.4,21.528,21.762,-0.0089392,0.279118568,0.2690727,0.196886986,0.427051663,8720.758,9046.349,8720.758,14643.3066
"4G-12-16-5-B",150603073628,"135 spots",105,23.4,21.528,21.762,-0.008838449,0.278396815,0.2683168,0.196642354,0.426425546,8736.52051,9064.73,8736.52051,14759.2188
"4G-12-16-5-B",150603073628,"135 spots",104,23.4,21.528,21.762,-0.008438074,0.277889043,0.268391073,0.196217641,0.426399976,8773.954,9084.451999999999,8773.954,14832.5254
"4G-12-16-5-B",150603073628,"135 spots",103,23.4,21.528,21.762,-0.008254282999999999,0.277152479,0.267758369,0.195909187,0.425854832,8728.058000000001,9034.275,8728.058000000001,14834.4346
"4G-12-16-5-B",150603073628,"135 spots",102,23.4,21.528,21.762,-0.00805483852,0.27715534,0.2681337,0.1957556,0.426113039,8629.689,8920.045,8629.689,14634.5449
"4G-12-16-5-B",150603073628,"135 spots",99,23.4,21.528,21.762,-0.008751092,0.2792714,0.269617438,0.196778551,0.427446544,8067.7,8356.573,8067.7,13498.4951
"4G-12-16-5-B",150603073628,"135 spots",101,23.4,21.528,21.762,-0.00795555,0.277192652,0.2683682,0.195687279,0.4262795,8484.677,8763.669,8484.677,14367.46
"4G-12-16-5-B",150603073628,"135 spots",100,23.4,21.528,21.762,-0.00820797,0.278240144,0.2692786,0.196121156,0.427060068,8010.999,8277.60449,8010.999,13461.252
"4G-12-16-5-B",150603073628,"135 spots",98,23.4,21.528,21.762,-0.008798574999999999,0.278875977,0.269016445,0.196722433,0.426976681,8586.794,8901.502,8586.794,14430.918
"4G-12-16-5-B",150603073628,"135 spots",97,23.4,21.528,21.762,-0.0089247385,0.27866447,0.268507749,0.196770385,0.4265967,8687.35449,9015.967000000001,8687.35449,14650.8828
"4G-12-16-5-B",150603073628,"135 spots",96,23.4,21.528,21.762,-0.008380696,0.277582,0.268092483,0.196103618,0.426148981,8785.173000000001,9096.137000000001,8785.173000000001,14887.877
"4G-12-16-5-B",150603073628,"135 spots",95,23.4,21.528,21.762,-0.008347688000000001,0.2772742,0.267746121,0.196008712,0.425864726,8784.448,9097.053,8784.448,14927.37
"4G-12-16-5-B",150603073628,"135 spots",94,23.4,21.528,21.762,-0.008251855000000001,0.277129948,0.267732948,0.195902228,0.425833941,8775.178,9083.172,8775.178,14917.5117
"4G-12-16-5-B",150603073628,"135 spots",93,23.4,21.528,21.762,-0.008099756,0.276908755,0.2677221,0.195735082,0.425793231,8708.860000000001,9007.697,8708.860000000001,14812.9209
"4G-12-16-5-B",150603073628,"135 spots",92,23.4,21.528,21.762,-0.007869719529999999,0.276768684,0.26796484,0.195525751,0.425938934,8404.421,8680.544,8404.421,14278.9287
"4G-12-16-5-B",150603073628,"135 spots",91,23.4,21.528,21.762,-0.007963738,0.2771041,0.2682355,0.19567363,0.426175177,7946.585,8209.32,7946.585,13469.4971
"4G-12-16-5-B",150603073628,"135 spots",90,23.4,21.528,21.762,-0.008320236999999999,0.278274834,0.269115984,0.196215451,0.4269542,8091.69629,8367.081,8091.69629,13608.9121
"4G-12-16-5-B",150603073628,"135 spots",10,23.4,21.528,21.762,-0.000470819185,0.2723079,0.276094049,0.18882367,0.430760354,9114.475,8989.486000000001,9114.475,14908.248
"4G-12-16-5-B",150603073628,"135 spots",88,23.4,21.528,21.762,-0.008065933000000001,0.277525216,0.268602639,0.1958478,0.4264902,8914.148999999999,9210.263999999999,8914.148999999999,15062.7139
"4G-12-16-5-B",150603073628,"135 spots",89,23.4,21.528,21.762,-0.008239926999999999,0.278251469,0.26923418,0.196148321,0.427031428,8561.822,8848.578,8561.822,14390.2529
"4G-12-16-5-B",150603073628,"135 spots",116,23.4,21.528,21.762,-0.009714676,0.2812111,0.270339251,0.197978526,0.428230137,8491.727000000001,8833.227000000001,8491.727000000001,14086.418
"4G-12-16-5-B",150603073628,"135 spots",117,23.4,21.528,21.762,-0.009758977,0.281898469,0.27112788,0.198180288,0.4288688,7994.416,8311.995000000001,7994.416,13179.3662
"4G-12-16-5-B",150603073628,"135 spots",79,23.4,21.528,21.762,-0.007559388,0.2766012,0.268321753,0.195248187,0.426158667,8933.941999999999,9209.611999999999,8933.941999999999,15152.0771
"4G-12-16-5-B",150603073628,"135 spots",114,23.4,21.528,21.762,-0.008948983000000001,0.2793825,0.269396931,0.196956351,0.427312851,8639.681,8959.922,8639.681,14470.8457
"4G-12-16-5-B",150603073628,"135 spots",78,23.4,21.528,21.762,-0.007934818,0.276683241,0.267729253,0.195557117,0.4257642,8968.129999999999,9268.062,8968.129999999999,15260.82
"4G-12-16-5-B",150603073628,"135 spots",115,23.4,21.528,21.762,-0.009398129,0.280333132,0.269797236,0.197525486,0.427729,8592.536,8928.084999999999,8592.536,14327.5029
"4G-12-16-5-B",150603073628,"135 spots",77,23.4,21.528,21.762,-0.00757595757,0.276254475,0.2678273,0.195183918,0.4257671,9003.32,9286.609,9003.32,15326.2109
"4G-12-16-5-B",150603073628,"135 spots",112,23.4,21.528,21.762,-0.008426520999999999,0.278060138,0.268637538,0.196247831,0.426594615,8572.715,8873.406999999999,8572.715,14465.7051
"4G-12-16-5-B",150603073628,"135 spots",113,23.4,21.528,21.762,-0.00859023351,0.278762817,0.269253671,0.196536124,0.427121758,8671.186,8977.423000000001,8671.186,14555.9121
"4G-12-16-5-B",150603073628,"135 spots",110,23.4,21.528,21.762,-0.008108341999999999,0.278077245,0.269250035,0.196006909,0.42701605,8476.951999999999,8754.864,8476.951999999999,14251.7529
"4G-12-16-5-B",150603073628,"135 spots",111,23.4,21.528,21.762,-0.00831516,0.2780625,0.268847078,0.196162626,0.426738381,8586.915000000001,8881.253000000001,8586.915000000001,14471.6045
"4G-12-16-5-B",150603073628,"135 spots",118,23.4,21.528,21.762,-0.008449539000000001,0.2798231,0.270883918,0.196679,0.4283908,8167.96875,8437.513000000001,8167.96875,13547.543
"4G-12-16-5-B",150603073628,"135 spots",119,23.4,21.528,21.762,-0.008330694,0.2793248,0.2704614,0.196469381,0.428029,8422.898999999999,8698.93,8422.898999999999,14020.875
"4G-12-16-5-B",150603073628,"135 spots",82,23.4,21.528,21.762,-0.00779519649,0.276930064,0.268318772,0.195504248,0.4262061,8008.46045,8265.47949,8008.46045,13572.8721
"4G-12-16-5-B",150603073628,"135 spots",83,23.4,21.528,21.762,-0.007656794,0.27637583,0.2678384,0.195273459,0.425792962,8658.993,8935.002,8658.993,14735.1758
"4G-12-16-5-B",150603073628,"135 spots",80,23.4,21.528,21.762,-0.0074431,0.276803285,0.268808126,0.195203722,0.426522285,8590.761,8846.276,8590.761,14521.6738
"4G-12-16-5-B",150603073628,"135 spots",81,23.4,21.528,21.762,-0.007531326,0.277201444,0.269170851,0.195361987,0.4268302,7920.05273,8156.34375,7920.05273,13347.4893
"4G-12-16-5-B",150603073628,"135 spots",86,23.4,21.528,21.762,-0.008202057,0.2772685,0.268009633,0.195894837,0.4260449,8966.528,9276.293,8966.528,15213.1709
"4G-12-16-5-B",150603073628,"135 spots",87,23.4,21.528,21.762,-0.008170036,0.277363628,0.268195271,0.195891544,0.426186621,9026.33,9334.897999999999,9026.33,15294.5859
"4G-12-16-5-B",150603073628,"135 spots",84,23.4,21.528,21.762,-0.008074998999999999,0.276731819,0.267532319,0.19567652,0.425636053,8785.109,9087.198,8785.109,14965.2549
"4G-12-16-5-B",150603073628,"135 spots",85,23.4,21.528,21.762,-0.007879621999999999,0.276683718,0.267833024,0.195514485,0.4258356,8974.620000000001,9271.191000000001,8974.620000000001,15262.4521
"4G-12-16-5-B",150603073628,"135 spots",125,23.4,21.528,21.762,-0.009743185999999999,0.282265455,0.27161777,0.198259011,0.429255575,8348.141,8675.39551,8348.141,13711.3457
"4G-12-16-5-B",150603073628,"135 spots",67,23.4,21.528,21.762,-0.00718656834,0.2753226,0.267303646,0.194677517,0.425266653,8624.99,8883.735000000001,8624.99,14757.9141
"4G-12-16-5-B",150603073628,"135 spots",126,23.4,21.528,21.762,-0.0100634051,0.2828808,0.2718066,0.198655128,0.4294759,7838.457,8157.81934,7838.457,12842.0859
"4G-12-16-5-B",150603073628,"135 spots",66,23.4,21.528,21.762,-0.0072298767,0.275079131,0.266891479,0.194658786,0.424945861,8615.955,8880.272999999999,8615.955,14786.3867
"4G-12-16-5-B",150603073628,"135 spots",127,23.4,21.528,21.762,-0.008336155,0.280608177,0.272094935,0.196782589,0.4293281,8284.858,8544.073,8284.858,13619.4795
"4G-12-16-5-B",150603073628,"135 spots",69,23.4,21.528,21.762,-0.00692154653,0.2753504,0.267840981,0.1944774,0.425640523,8781.10449,9027.299000000001,8781.10449,14976.3672
"4G-12-16-5-B",150603073628,"135 spots",128,23.4,21.528,21.762,-0.008387172,0.280274719,0.271576643,0.196740285,0.428927869,9220.511,9515.825999999999,9220.511,15215.4434
"4G-12-16-5-B",150603073628,"135 spots",68,23.4,21.528,21.762,-0.006909448,0.275263637,0.267746478,0.194449112,0.425562531,8603.289000000001,8844.832,8603.289000000001,14684.1025
"4G-12-16-5-B",150603073628,"135 spots",121,23.4,21.528,21.762,-0.008740184,0.279274046,0.269640982,0.1967708,0.427463,8561.049999999999,8866.897000000001,8561.049999999999,14321.8613
"4G-12-16-5-B",150603073628,"135 spots",122,23.4,21.528,21.762,-0.008929271000000001,0.27977097,0.269934744,0.197033092,0.427737981,8570.552,8882.856,8570.552,14297.0488
"4G-12-16-5-B",150603073628,"135 spots",123,23.4,21.528,21.762,-0.009238988,0.280628562,0.270466268,0.197474927,0.428228647,8591.011,8913.803,8591.011,14258.8916
"4G-12-16-5-B",150603073628,"135 spots",124,23.4,21.528,21.762,-0.009410412,0.2815319,0.271300018,0.197825268,0.428930074,8484.706,8804.700000000001,8484.706,13984.8486
"4G-12-16-5-B",150603073628,"135 spots",129,23.4,21.528,21.762,-0.008874272000000001,0.280927,0.2715134,0.197269574,0.428983331,9950.725,10295.7246,9950.725,16402.66
"4G-12-16-5-B",150603073628,"135 spots",70,23.4,21.528,21.762,-0.006471345,0.275133759,0.268398166,0.194080427,0.4259905,8767.393,8987.415000000001,8767.393,14910.8125
"4G-12-16-5-B",150603073628,"135 spots",120,23.4,21.528,21.762,-0.008407915,0.278838336,0.269688755,0.19641383,0.427429944,8478.684999999999,8766.335999999999,8478.684999999999,14193.7578
"4G-12-16-5-B",150603073628,"135 spots",71,23.4,21.528,21.762,-0.00669734133,0.275582343,0.268576324,0.194354311,0.42618,8466.539000000001,8687.395,8466.539000000001,14369.8379
"4G-12-16-5-B",150603073628,"135 spots",72,23.4,21.528,21.762,-0.00648158276,0.275877923,0.269379079,0.1942531,0.426773459,7609.264,7792.84,7609.264,12845.3184
