WaferID,DeviceID,TestType,sid,ResultType,DateTimeTested,devlist,CurrentString,CurrentSet,GreenSet,RedSet,BlueSet,Current,Volt,GreenCurr,RedCurr,BlueCurr,GreenVolt,RedVolt,BlueVolt,eqe,wpe,IntegrationTime,FilterPosition,photometric,Centroid,dominantWavelength,efficacy,PeakWavelength,PeakWavelength,PeakWavelengthIntensity,experimentId,mask,polish,recipeName,runNumber
"SLAB00001","4136","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 12uA",1.200000042445026e-05,1.200000042445026e-05,-1.0,-1.0,0.01191399991512299,1.076949954032898,0.01191399991512299,-1,-1,1.076949954032898,-1,-1,-0.4704096019268036,-1.048338770866394,300,,-1,516.5599975585938,476.9925231933594,-1,585.335205078125,585.335205078125,4.120999985701701e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 120uA",0.000119999996968545,0.000119999996968545,-1.0,-1.0,0.1199959963560104,1.865429997444153,0.1199959963560104,-1,-1,1.865429997444153,-1,-1,-0.03954797238111496,-0.05247825384140015,300,,-1,500.8500061035156,476.9925231933594,-1,404.1306762695312,404.1306762695312,4.797000130452034e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 75nA",7.500000265281415e-08,7.500000265281415e-08,-1.0,-1.0,0.0003009999927598983,2.700000004551839e-05,0.0003009999927598983,-1,-1,2.700000004551839e-05,-1,-1,-10.55245399475098,-912557.4375,200,,-1,537.8400268554688,476.9925231933594,-1,386.7723999023438,386.7723999023438,7.615000185978715e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 793nA",7.930000265332637e-07,7.930000265332637e-07,-1.0,-1.0,0.00317499996162951,0.0002039999963017181,0.00317499996162951,-1,-1,0.0002039999963017181,-1,-1,-0.870568573474884,-10595.2763671875,200,,-1,500.0700073242188,476.9925231933594,-1,401.7922058105469,401.7922058105469,7.221999887008224e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 11713nA",1.17130002763588e-05,1.17130002763588e-05,-1.0,-1.0,0.04685800150036812,0.002881000051274896,0.04685800150036812,-1,-1,0.002881000051274896,-1,-1,-0.1724752187728882,-132.3637542724609,200,,-1,560.77001953125,476.9925231933594,-1,406.5924987792969,406.5924987792969,8.83999984324646e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 2177nA",2.176999942093971e-06,2.176999942093971e-06,-1.0,-1.0,0.008710999973118305,0.0005510000046342611,0.008710999973118305,-1,-1,0.0005510000046342611,-1,-1,-0.1749321669340134,-934.7266845703125,200,,-1,420.9100036621094,476.9925231933594,-1,763.9935302734375,763.9935302734375,7.566000270742279e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 16398nA",1.639800029806793e-05,1.639800029806793e-05,-1.0,-1.0,0.06559900194406509,0.004031999967992306,0.06559900194406509,-1,-1,0.004031999967992306,-1,-1,-0.07563800364732742,-38.6125373840332,200,,-1,602.3099975585938,476.9925231933594,-1,418.0381469726562,418.0381469726562,5.955000048629699e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 1E-05mA",0.1049999967217445,0.1049999967217445,-1.0,-1.0,3.999999898951501e-05,1.299999985349132e-05,3.999999898951501e-05,-1,-1,1.299999985349132e-05,-1,-1,-110.4533386230469,-23754534.0,200,,-1,449.4200134277344,476.9925231933594,-1,773.988525390625,773.988525390625,6.125000062695563e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 22958nA",2.29580000450369e-05,2.29580000450369e-05,-1.0,-1.0,0.09183400124311447,0.005642999894917011,0.09183400124311447,-1,-1,0.005642999894917011,-1,-1,-0.05804789438843727,-22.48138236999512,200,,-1,567.27001953125,476.9925231933594,-1,381.1177978515625,381.1177978515625,7.069000051984631e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 3049nA",3.049000042665284e-06,3.049000042665284e-06,-1.0,-1.0,0.01219400018453598,0.000754999986384064,0.01219400018453598,-1,-1,0.000754999986384064,-1,-1,-0.3408178687095642,-1188.603637695312,200,,-1,471.1300048828125,476.9925231933594,-1,768.1678466796875,768.1678466796875,6.846000211169212e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 32141nA",3.214100070181303e-05,3.214100070181303e-05,-1.0,-1.0,0.1285839974880219,0.007902000099420547,0.1285839974880219,-1,-1,0.007902000099420547,-1,-1,-0.03687338903546333,-12.19475173950195,200,,-1,474.3900146484375,476.9925231933594,-1,385.2110900878906,385.2110900878906,6.526000184692293e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 4268nA",4.267999884177698e-06,4.267999884177698e-06,-1.0,-1.0,0.01707500033080578,0.001051999977789819,0.01707500033080578,-1,-1,0.001051999977789819,-1,-1,-0.02858500555157661,-90.2269287109375,200,,1.129649990616599e-05,373.2999877929688,579.5640869140625,628.79443359375,392.5552673339844,392.5552673339844,6.206000158215375e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 44998nA",4.499799979384989e-05,4.499799979384989e-05,-1.0,-1.0,0.1800210028886795,0.0110680004581809,0.1800210028886795,-1,-1,0.0110680004581809,-1,-1,-0.01663897931575775,-3.347643136978149,200,,-1,556.77001953125,476.9925231933594,-1,392.3562316894531,392.3562316894531,8.136000317904291e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 5976nA",5.976000011287397e-06,5.976000011287397e-06,-1.0,-1.0,0.02390399947762489,0.001471000025048852,0.02390399947762489,-1,-1,0.001471000025048852,-1,-1,-0.2729007601737976,-461.9748229980469,200,,-1,497.8999938964844,476.9925231933594,-1,768.3441162109375,768.3441162109375,8.353000069405425e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121145653","CurrentSweepGreen",2014-11-21T23:29:05.153Z,"Mask19_StdTest","Data @ 8366nA",8.365999747184105e-06,8.365999747184105e-06,-1.0,-1.0,0.03347000107169151,0.002058000070974231,0.03347000107169151,-1,-1,0.002058000070974231,-1,-1,-0.1301140636205673,-165.7339019775391,200,,-1,472.8699951171875,476.9925231933594,-1,386.6146850585938,386.6146850585938,8.111999960647154e-09,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 75nA",7.500000265281415e-08,7.500000265281415e-08,-1.0,-1.0,0.0003009999927598983,7.400000322377309e-05,0.0003009999927598983,-1,-1,7.400000322377309e-05,-1,-1,0.0,-4489539072.0,50,,-1,-1.0,476.9925231933594,-1,220.0545196533203,220.0545196533203,-1,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 793nA",7.930000265332637e-07,7.930000265332637e-07,-1.0,-1.0,0.00317499996162951,0.000514000013936311,0.00317499996162951,-1,-1,0.000514000013936311,-1,-1,25.40472412109375,-61276388.0,50,,-1,-1.0,476.9925231933594,-1,220.0545196533203,220.0545196533203,9.999999960041972e-13,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 11uA",1.100000008591451e-05,1.100000008591451e-05,-1.0,-1.0,0.04684799909591675,0.007058999966830015,0.04684799909591675,-1,-1,0.007058999966830015,-1,-1,1.721738457679749,-302388.84375,50,,-1,-1.0,476.9925231933594,-1,219.2356567382812,219.2356567382812,-1,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 2177nA",2.176999942093971e-06,2.176999942093971e-06,-1.0,-1.0,0.008710999973118305,0.001355999964289367,0.008710999973118305,-1,-1,0.001355999964289367,-1,-1,9.259556770324707,-8465884.0,50,,-1,-1.0,476.9925231933594,-1,220.0545196533203,220.0545196533203,-1,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 16uA",1.599999995960388e-05,1.599999995960388e-05,-1.0,-1.0,0.06558900326490402,0.009867000393569469,0.06558900326490402,-1,-1,0.009867000393569469,-1,-1,1.229779362678528,-154519.6875,50,,-1,-1.0,476.9925231933594,-1,219.2356567382812,219.2356567382812,-1,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 22uA",2.200000017182902e-05,2.200000017182902e-05,-1.0,-1.0,0.09182299673557281,0.01384100038558245,0.09182299673557281,-1,-1,0.01384100038558245,-1,-1,0.8784291744232178,-78683.0234375,50,,-1,-1.0,476.9925231933594,-1,219.2356567382812,219.2356567382812,-1,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 3049nA",3.049000042665284e-06,3.049000042665284e-06,-1.0,-1.0,0.01218399964272976,0.001876999973319471,0.01218399964272976,-1,-1,0.001876999973319471,-1,-1,6.620157718658447,-4372661.5,50,,-1,-1.0,476.9925231933594,-1,220.0545196533203,220.0545196533203,-1,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 32uA",3.199999991920777e-05,3.199999991920777e-05,-1.0,-1.0,0.1285839974880219,0.01932100020349026,0.1285839974880219,-1,-1,0.01932100020349026,-1,-1,0.6272942423820496,-40251.62890625,50,,-1,-1.0,476.9925231933594,-1,220.0545196533203,220.0545196533203,9.999999960041972e-13,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 4268nA",4.267999884177698e-06,4.267999884177698e-06,-1.0,-1.0,0.01706399954855442,0.002610000083222985,0.01706399954855442,-1,-1,0.002610000083222985,-1,-1,4.726910591125488,-2245322.0,50,,-1,-1.0,476.9925231933594,-1,220.0545196533203,220.0545196533203,9.999999960041972e-13,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 44uA",4.400000034365803e-05,4.400000034365803e-05,-1.0,-1.0,0.1800200045108795,0.02715400047600269,0.1800200045108795,-1,-1,0.02715400047600269,-1,-1,0.4480613172054291,-20457.1640625,50,,-1,-1.0,476.9925231933594,-1,219.2356567382812,219.2356567382812,-1,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 5976nA",5.976000011287397e-06,5.976000011287397e-06,-1.0,-1.0,0.02389400079846382,0.003634999971836805,0.02389400079846382,-1,-1,0.003634999971836805,-1,-1,3.375742673873901,-1151348.25,50,,-1,-1.0,476.9925231933594,-1,220.0545196533203,220.0545196533203,-1,"EXP598",,"",,
"SLAB00001","4136","test_data_visualization","141121160911","CurrentSweepGreen",2014-11-22T00:35:23.690Z,"Mask19_StdTest","Data @ 8366nA",8.365999747184105e-06,8.365999747184105e-06,-1.0,-1.0,0.03345900028944016,0.005057999864220619,0.03345900028944016,-1,-1,0.005057999864220619,-1,-1,2.410711526870728,-590892.1875,50,,-1,-1.0,476.9925231933594,-1,220.0545196533203,220.0545196533203,-1,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 33uA",3.300000025774352e-05,3.300000025774352e-05,-1.0,-1.0,0.03299000114202499,3.711649894714355,0.03299000114202499,-1,-1,3.711649894714355,-1,-1,-0.1122365221381187,-0.07726595550775528,300,,-1,485.2000122070312,476.9925231933594,-1,401.7547912597656,401.7547912597656,5.613999931597391e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 300uA",0.0003000000142492354,0.0003000000142492354,-1.0,-1.0,0.3000479936599731,6.680270195007324,0.3000479936599731,-1,-1,6.680270195007324,-1,-1,-0.01228345278650522,-0.004695565905421972,300,,-1,485.489990234375,476.9925231933594,-1,418.0345764160156,418.0345764160156,4.543000198253822e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 2uA",1.999999994950485e-06,1.999999994950485e-06,-1.0,-1.0,0.002000000094994903,2.343039989471436,0.002000000094994903,-1,-1,2.343039989471436,-1,-1,-1.731482267379761,-1.819764375686646,300,,-1,503.4599914550781,476.9925231933594,-1,470.26123046875,470.26123046875,4.714999946031639e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 25uA",2.499999936844688e-05,2.499999936844688e-05,-1.0,-1.0,0.02498600073158741,3.406150102615356,0.02498600073158741,-1,-1,3.406150102615356,-1,-1,-0.1532429158687592,-0.1059319749474525,300,,-1,526.5399780273438,476.9925231933594,-1,483.106689453125,483.106689453125,4.513999840582983e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 250uA",0.0002500000118743628,0.0002500000118743628,-1.0,-1.0,0.2500270009040833,6.400819778442383,0.2500270009040833,-1,-1,6.400819778442383,-1,-1,-0.027393514290452,-0.009625276550650597,300,,-1,551.239990234375,476.9925231933594,-1,418.0008544921875,418.0008544921875,4.518000196185312e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 20uA",1.99999994947575e-05,1.99999994947575e-05,-1.0,-1.0,0.01998599991202354,3.273410081863403,0.01998599991202354,-1,-1,3.273410081863403,-1,-1,-0.1566182076931,-0.1134158223867416,300,,-1,523.010009765625,476.9925231933594,-1,411.8218078613281,411.8218078613281,4.012000065500843e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 200uA",0.000199999994947575,0.000199999994947575,-1.0,-1.0,0.2000209987163544,5.931950092315674,0.2000209987163544,-1,-1,5.931950092315674,-1,-1,-0.01150884572416544,-0.004408125299960375,300,,-1,545.6599731445312,476.9925231933594,-1,428.5080261230469,428.5080261230469,5.657999846420125e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 9uA",9.000000318337698e-06,9.000000318337698e-06,-1.0,-1.0,0.008999999612569809,2.854559898376465,0.008999999612569809,-1,-1,2.854559898376465,-1,-1,-0.1070737540721893,-0.08400806039571762,300,,-1,553.5599975585938,476.9925231933594,-1,404.8381042480469,404.8381042480469,4.842999778986723e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 7uA",7.000000096013537e-06,7.000000096013537e-06,-1.0,-1.0,0.007499999832361937,2.802050113677979,0.007499999832361937,-1,-1,2.802050113677979,-1,-1,-0.7541286945343018,-0.6412452459335327,300,,-1,520.3400268554688,476.9925231933594,-1,401.7249755859375,401.7249755859375,4.287000088254445e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 70uA",7.000000186963007e-05,7.000000186963007e-05,-1.0,-1.0,0.06999099999666214,4.624100208282471,0.06999099999666214,-1,-1,4.624100208282471,-1,-1,-0.07882939279079437,-0.0404142253100872,300,,-1,522.9600219726562,476.9925231933594,-1,428.374267578125,428.374267578125,3.687999905466199e-09,"EXP598",,"",,
"SLAB00001","4137","test_data_visualization","141106154505","CurrentSweepGreen",2014-11-07T18:48:07.234Z,"Mask19_StdTest","Data @ 6uA",6.000000212225132e-06,6.000000212225132e-06,-1.0,-1.0,0.005501000210642815,2.727839946746826,0.005501000210642815,-1,-1,2.727839946746826,-1,-1,-0.8307318091392517,-0.7419538497924805,300,,-1,508.8699951171875,476.9925231933594,-1,454.2344360351562,454.2344360351562,4.313000179223536e-09,"EXP598",,"",,
